Man1,Man2,Man3,Serv1,Serv2,Serv3,Serv4
-0.010376336,-0.002811634,0.0010443272,0.0042069536,-0.00431953,-0.011520534,-0.000218869
-0.015294139,-0.017052611,-0.002008442,0.0131441983,0.003391672,-0.005959107,0.0057524263
-0.005597689,-0.000867514,0.0076472211,0.002495059,-0.004570792,-0.011096758,0.0104836111
-0.006594511,0.0080150716,0.0021403175,-0.006727501,-0.003915131,0.0042503583,0.0055157169
0.0080060066,-0.004137202,-0.002886513,0.0117902676,0.0111748184,0.013899308,-0.006460089
0.0090888813,-0.002099296,0.0068397409,0.0083455748,-0.004702975,-0.00163978,-0.003244047
-0.003839431,0.001096463,0.0094537826,0.015282801,0.0060615672,0.0016553234,0.0122324835
0.0097616309,-0.007982441,0.0024226775,-0.008364883,-0.010332569,-0.005844558,-0.005264375
-0.00766548,0.0035728739,-0.005306547,0.0124144684,0.0028690812,-0.012112368,-0.003640899
0.0028503874,0.0048675588,0.0105224521,0.0085467631,-0.002126978,0.005293609,0.0104891406
0.0052407082,0.0053366708,0.0017754423,-0.002661744,-0.000033207,-0.005341164,0.0141405349
0.001110596,-0.00032246,0.0059406076,0.0045715124,-0.003648058,-0.006556855,0.0074512695
0.0003114105,0.0027926592,0.0017541333,-0.006055298,0.0242709512,0.0060822014,0.0106108639
0.0235722897,-0.008838656,0.005662263,-0.006885222,-0.002264822,0.0066109392,0.001982277
-0.011759859,0.0000518967,-0.013629422,0.0172183666,0.0191114513,-0.003098955,0.0035828511
-0.016483494,-0.007392404,0.0091126591,0.0068537589,-0.001024898,0.0062589322,-0.000263216
-0.00856301,-0.009240521,-0.009259395,-0.001896563,0.002796772,-0.00210171,0.0184885347
-0.010030533,-0.000784326,-0.010390498,-0.002687578,-0.014486648,0.00446101,0.0205634824
0.0082472796,0.0005041971,0.0079248882,0.0049640788,-0.003067311,0.0020904388,-0.009292087
0.0091411767,0.0182104401,0.0031102094,0.0145153689,0.0102245653,0.0079906081,0.019913275
0.0124928748,-0.009648595,0.0063308467,-0.003727141,-0.006651494,-0.007556756,0.0060647822
0.0201768474,0.0106618764,0.0046867466,0.005237334,-0.010395329,0.0200632211,0.0124724074
0.0085602367,0.0156362119,0.0112832408,-0.0023304,0.0263343716,-0.009964115,0.0102494093
-0.004554416,-0.025925319,-0.018377765,0.0008916757,-0.005657518,-0.001358857,0.0010566965
0.0017699218,-0.001264848,0.0108896131,-0.009960211,-0.002621492,-0.006220394,-0.014953787
-0.007907287,-0.006388352,-0.001544931,0.001693985,0.0010682399,-0.002768449,-0.002255526
-0.004001129,-0.011452481,-0.00141464,0.0059159432,0.0023999023,0.0079281425,0.0049706279
0.0119419256,0.0074985334,-0.000625594,0.0226585451,0.0113469693,0.0040591639,0.0099743002
-0.013604345,-0.004510809,-0.000196981,-0.02032484,0.0051434196,0.0077438991,-0.020880177
0.004967501,0.0202521743,0.0215942248,0.018218284,0.011912859,0.0328237754,0.0085479665
0.0168208701,-0.002969489,0.0049189566,0.005546883,-0.002620861,0.0006252188,0.0031626083
0.0003028188,0.0096369644,-0.000063737,0.0052296472,0.0009513155,0.0052650494,0.0137233648
-0.009807169,0.0063671134,0.0141232962,-0.010833483,-0.001289917,-0.000947616,-0.013395104
0.0032759556,0.0052428827,0.01046916,-0.005926216,-0.003404273,-0.008744507,-0.014812288
0.0020588295,-0.022195981,-0.000464882,-0.01489122,0.0010995674,-0.008852638,-0.014547437
0.0282025841,0.0349214712,0.0121726832,0.0226698734,-0.01235218,-0.006627267,-0.00192575
-0.010358822,0.0027013978,-0.007032281,0.0191210065,0.0043285886,0.0020603488,-0.002589619
-0.007972525,0.0016253233,0.0038762916,-0.00202422,0.0024349286,0.004740445,0.0016908589
-0.001973012,-0.002296545,0.0086763806,0.002576317,0.0076391308,0.0089799848,0.0033193797
-0.018030383,0.0038617685,0.0024562358,-0.00305715,-0.000803881,0.0160700622,0.0070959773
0.0153442316,0.017340505,0.0151397029,-0.000204902,0.0111785933,0.0027977502,0.0044738959
0.0081239976,-0.004077297,0.011979688,-0.013812047,-0.014304673,0.0066036975,0.0213714996
-0.028247383,-0.000448938,-0.002034049,-0.015287144,-0.019537137,-0.007285943,-0.020982151
-0.01475237,-0.000517962,-0.009871169,-0.01424597,-0.012274956,-0.003396821,-0.002918865
0.0002332434,0.0110358334,0.0077642541,0.0016617892,0.0130978188,0.0107543305,0.02107791
0.0031335307,0.000509136,0.0011661327,0.0046709547,-0.005567828,0.0182790448,-0.005305479
0.0007724948,0.0052897238,0.003486605,-0.011000025,-0.00049947,0.0031104784,0.0042518393
0.0064782886,0.0089851254,-0.000076294,0.0164251993,-0.008855772,0.0108866308,0.006934884
0.0129330979,0.0050633482,-0.007636715,-0.00799724,0.0159952703,0.0061191476,0.0107651873
0.0040929381,-0.008404114,-0.013427292,0.0119005402,-0.00023352,0.0089470217,-0.003532071
0.0044139619,0.0157722655,0.0042628327,-0.002548393,-0.009107789,0.0029936279,-0.005113516
-0.00192273,-0.009486634,0.0076108793,-0.006135063,-0.009855525,0.0216057703,-0.004457178
0.0187872476,0.0195132572,0.0166917142,-0.003317172,-0.001255502,0.0042074667,-0.000261976
0.0073026234,0.0003070988,-0.000302306,0.0090834313,-0.001644411,-0.001482595,0.0051871374
0.0174661974,0.0234602648,0.0040409526,-0.002679968,0.0062959597,0.0022694773,0.0097555351
-0.000759494,0.00811035,-0.004133729,0.0022600153,0.0040861265,0.0087770552,0.0044678095
0.0006690351,0.0086535778,0.0139096623,-0.005039553,0.0034162608,0.025677774,0.0009375169
0.0051681654,0.0174796532,0.0062874086,-0.00097891,0.0196215681,0.0120111125,0.0140396243
-0.002304902,0.0102881711,0.0222801161,0.0041663668,0.0048860225,0.0047673926,-0.012503452
-0.013046545,-0.010319816,-0.012447957,0.0038163578,-0.024577384,0.0037020362,0.0100654265
-0.000114788,0.0034801093,0.0078020028,-0.005722037,-0.011128793,-0.024906553,-0.016151564
-0.007863695,-0.006421512,0.0027718637,0.0007453703,-0.015046173,0.0007296168,0.002536706
-0.00713478,0.0043969724,-0.002746967,-0.014831337,0.0137127574,0.0008153897,0.0106094179
0.009965126,0.012972768,0.0362498488,0.0053022309,-0.006533424,-0.005867803,0.0005145408
-0.016069801,0.0016374202,-0.002781985,0.0146637391,0.0025873962,0.0195655305,0.0045881401
0.0003515622,0.003767291,0.0157464857,0.0013357621,-0.000946191,-0.004743029,-0.000548829
0.0065845195,0.0052396032,-0.014985666,-0.004167359,-0.020351068,0.0191847294,-0.006770438
0.002959587,-0.002030997,0.0050250401,-0.016505265,-0.008015286,0.0033741982,0.0162345422
-0.004014008,0.0063665034,0.0086016839,-0.005995534,0.0165526058,-0.011764905,-0.000343527
0.0089436911,-0.006023104,-0.010247484,0.0023471584,0.0155841423,0.0046846105,0.0025966849
0.0119364988,0.0000628443,-0.00168466,0.0009203948,-0.007089669,0.0057604163,0.0025595573
0.0086282909,-0.00435354,-0.00392004,-0.002496114,-0.005110946,0.0158383278,0.0101246307
0.0012077449,-0.009003097,-0.007761625,0.012509947,-0.001729744,-0.008086417,-0.00222653
-0.011195044,-0.006726549,-0.01120491,-0.014770416,-0.002917386,0.0050990212,0.0118852531
0.0106690973,-0.008243991,0.0017670355,0.005222883,0.0049533362,-0.004999098,-0.007956357
0.0011937957,-0.015284711,-0.027585222,-0.013908532,-0.002608981,0.0117894788,-0.006547838
0.0136124457,0.0001565222,-0.008100004,0.0042205801,0.0007744143,0.0007451329,-0.00942791
0.0013887467,-0.002405584,-0.013133593,-0.009665969,-0.017612303,-0.000734711,-0.020741989
-0.000259573,-0.001949872,-0.008104274,0.0149890292,-0.002141389,0.0117571304,-0.010444597
-0.005893355,-0.002268781,0.0011830782,0.0222151147,-0.004650376,0.0132390515,0.0096276945
-0.017675541,-0.001865997,-0.006055113,0.002255107,0.0158891916,0.0012103329,-0.007254
-0.010279912,0.0017742637,0.0024904072,-0.011899615,0.0187211387,0.0137441544,0.0061730854
-0.008182779,-0.005355873,-0.020389319,0.0010615421,-0.00128396,0.0110353471,-0.006148995
-0.013879664,0.0098123056,0.0070993607,0.0211261972,0.0083817532,0.0214168615,0.0127513608
-0.007714662,0.0071963921,-0.00779439,0.0030663364,-0.00510246,-0.000404235,0.0038545704
0.0018392052,-0.010926448,-0.017093273,0.0165516624,0.026296193,0.0228435595,0.004540885
-0.001242189,0.0068976933,-0.007128462,-0.000048638,-0.002370131,-0.000745095,-0.003532164
-0.008045641,0.0167063885,0.000817077,-0.00025689,0.0174817023,0.0172224468,0.0142853578
0.0143821098,0.0184135979,0.0144193934,0.0035749067,-0.000340603,-0.000414425,-0.002179976
0.0086454906,0.0026441769,0.0083204617,0.0087314403,-0.000577896,0.0145559126,0.0062580993
0.0015964525,0.0052678192,-0.011770685,-0.016726773,0.0187285467,0.0101600848,-0.001897009
-0.000100718,0.0084066121,-0.012505205,0.0128872566,0.0104684199,0.0022739799,0.0012561121
0.0127293119,0.0056667607,0.0090294374,0.0023365648,-0.007946499,0.0011002723,0.0033729378
0.0184897925,0.0024240553,0.0048965,-0.003014685,0.0004690167,0.0141117158,0.0151572569
0.0106496913,0.0145029505,0.0061464892,0.0019196919,0.0113220599,0.0023761661,0.015334268
0.0178180699,0.0189676285,0.0278073475,-0.004273206,0.0110935754,-0.002340996,0.0112907783
0.0032872846,-0.000585266,0.0058921401,0.0156302459,0.0012431127,0.0179056053,0.0107998891
0.0028561244,-0.00021877,0.0045085069,0.0009250381,0.0032670729,0.0056593706,0.0046808911
-0.006183146,0.0040815877,0.0095015151,0.001695818,-0.010976584,0.0023227646,-0.00440797
-0.01728559,-0.001210758,-0.001108019,-0.014774662,-0.004631343,-0.003893978,0.003172434
0.0095368003,0.008992131,0.0102755554,-0.02265603,-0.002029965,0.0112688983,0.0195274083
0.0027108973,0.011673881,0.0136714939,-0.002682223,0.0121070561,0.0120871871,0.0028762007
0.0161008943,0.007689969,0.0144837369,-0.003724771,-0.008096241,-0.00718497,0.0070088117
-0.005013994,0.0004589322,0.0013530847,0.0018820636,-0.020129043,-0.013444296,-0.0130261
-0.004499934,0.001175345,-0.005209128,-0.009463327,0.0126201274,0.0099207912,0.0092965301
-0.012383341,0.0057837306,-0.014893949,0.0161317585,-0.014249974,0.0118277248,0.0132891634
-0.002702683,-0.002033587,-0.002340978,-0.006000638,0.0088059121,0.0023099196,0.0036409926
0.0076128571,-0.002771109,0.0065624768,0.0106547714,-0.007104559,0.0035503014,-0.00336259
0.0088435956,-0.000767758,0.0048608411,0.0196803481,0.0137417604,-0.004518117,0.0040803695
0.0103134866,0.003025849,0.014805615,-0.000889308,0.0012543461,-0.013124692,-0.013824707
-0.01833073,-0.005882533,-0.001294903,-0.002743222,-0.006950899,0.0140166978,0.0176922479
0.0067964079,0.0059375,-0.004532618,0.0165387634,0.016248783,0.0047571285,0.0102814714
-0.009511522,-0.009768191,-0.006017251,0.0013401065,0.0170868636,0.0197916989,0.0073105865
0.0177520073,0.0056317077,0.0073551601,0.0107896254,0.0016753122,-0.010532615,0.0004753688
0.0087742996,0.0049232289,0.0162709692,0.0002109514,0.0018051444,0.0067862185,-0.009771318
0.0080013177,0.0183182057,0.0164932808,0.0034948992,0.0057016421,-0.001380332,0.014791685
-0.010611425,-0.012902584,0.0065633661,0.0137277679,0.009500687,0.0266206977,0.0069976349
0.0023718926,-0.008160959,-0.005150049,0.0023226649,-0.015580832,-0.000635695,-0.003958902
0.0107405238,0.0220486297,0.0001528567,0.0150318566,-0.003546402,-0.003309292,-0.004648029
0.0118596678,0.0141732826,0.0060324097,0.0097624122,0.0092000649,-0.013167498,0.0082193414
-0.012252885,0.0005655805,-0.006399697,0.0078555532,0.0092274182,0.0056094998,0.0142144668
-0.003526639,-0.003500272,0.0024485244,-0.012755261,-0.003263564,0.0049087101,0.0177320372
-0.003368439,-0.000198394,0.0109109309,0.0077510461,0.0103586827,-0.008003937,-0.012221916
-0.00604475,0.00749169,0.0004406863,0.010601777,0.0048597777,0.0014895031,-0.010377783
0.0108832543,0.0055548167,0.0149559588,0.008010164,0.0089203135,0.0023448848,-0.00719787
0.0175805354,0.0181888707,0.0105435527,0.0001838432,-0.007381584,0.0148959403,0.0028633206
-0.003824446,-0.005844803,0.0026508281,-0.005936445,0.0007864298,-0.017872389,-0.004371203
-0.004699011,-0.001676638,-0.00073362,0.0083027059,0.0026821803,0.0085889434,0.0080466205
0.0027367902,0.0000285712,-0.003202903,0.0066045031,0.0052822907,0.0024106575,0.0242031006
0.012787136,-0.014720385,0.008368652,0.0057971575,-0.002215361,0.0082629221,0.0055777234
0.005713581,0.0193669721,0.006067042,0.0040744225,-0.003028015,0.0170269633,0.0141586638
0.0230169494,-0.008177485,0.0012428803,-0.009682961,-0.004062741,0.0172636738,0.0051205317
0.0081014412,-0.000962523,-0.009431058,-0.000031745,0.0040565359,-0.003178109,-0.006022238
-0.001227495,-0.002530004,-0.019542616,-0.001000575,-0.007652931,-0.004508303,-0.00220486
0.0072196641,-0.0004016,0.0135552073,0.0058394496,0.0131208727,-0.002190778,-0.002478898
-0.001273577,-0.016675478,-0.013124947,0.0061981494,-0.007099359,0.0122784914,0.0014359448
0.0067437496,-0.006129984,0.0017074309,0.0035768449,0.0021347607,0.0022107368,0.0107171671
-0.004128076,-0.002383053,0.0050109883,0.0132433416,0.0112673963,-0.009039799,0.0036322764
0.0176452116,0.0057994277,0.0160107812,0.0140725879,-0.001954486,0.0044509545,0.0171047057
-0.008781241,0.0002036899,-0.003654705,-0.018069155,0.0033111272,0.0057871076,-0.009645495
-0.007401244,-0.010099175,-0.007084314,-0.001153031,0.0017480548,0.0085378156,0.0017359538
0.0061961063,-0.018105101,-0.001289498,-0.008786659,-0.009069592,-0.012096023,0.005899445
-0.008197278,0.0081024469,-0.000673159,0.0032640283,-0.000988197,0.0086823987,0.0061273119
0.0057625251,-0.005567239,0.0067309495,-0.001350394,-0.011311366,0.0040797989,-0.020687939
0.0164256302,-0.002230012,0.0084407728,-0.013368775,0.0059394343,0.0014849862,0.016997783
0.0140975775,-0.002698314,0.0009013336,0.0009777162,0.0076032374,0.0056976863,0.0077399594
-0.004032341,0.0001025539,-0.000260018,0.0055328827,0.0045665011,-0.003786318,-0.005752251
-0.017093568,-0.011218553,-0.013605448,0.0020198509,-0.013128092,-0.003013515,0.0021592828
0.0091089524,0.0138678206,0.0110452629,-0.019116266,0.0103803546,0.0097086815,0.0097397998
0.0113825301,0.0032470817,-0.006869762,0.0112429808,-0.000919164,0.0103927764,0.0034411389
0.0292996364,0.0167606121,0.0133722002,-0.01170465,-0.004472654,-0.0027746,-0.002791997
0.0146432946,-0.002192617,-0.003164914,0.0021744627,0.0092697241,0.0020097485,-0.003365356
-0.011888061,0.0026199242,0.0011019906,0.0017300537,0.0102227777,0.008124793,-0.003796656
0.0075359399,0.0035030532,0.0112167613,0.0153810079,-0.002370813,0.0089663235,0.0003520285
0.0279332532,0.0080068842,0.0118410569,-0.008614028,0.0016925252,0.0107834527,0.0112955663
-0.001882289,0.0019680676,-0.001269205,0.0004666352,0.0074925309,0.0114936169,0.0152799532
-0.007514921,-0.014675998,0.0033124595,0.0085256434,-0.00039424,-0.005132407,0.000356837
0.0175875195,0.0016293147,-0.007885718,0.0029766043,0.0022643856,-0.000958118,-0.007630535
0.0022261239,0.0097412923,-0.006817827,-0.007340602,-0.000965476,-0.006691414,-0.012492137
0.0005585908,0.0100676976,0.0141002151,-0.008498073,0.0031538724,0.0008401781,0.0047766089
0.0059968377,-0.015698047,0.0044150974,0.0026207967,0.0147548338,0.0009642567,-0.007566428
-0.002727899,-0.016136916,-0.004282494,-0.004114334,-0.001383885,0.0088678879,0.0064937676
-0.004387366,0.0016608077,-0.000776304,-0.019963086,-0.010926812,-0.004869378,-0.008347455
0.0031317499,-0.002864454,0.014933275,0.0176753481,0.0132289531,0.0260864426,0.0078224671
0.0031807189,-0.002666909,0.0043399973,-0.003809041,-0.017183344,-0.017732278,0.0017538879
0.0067899505,-0.019854235,-0.007369428,-0.019781321,-0.010565916,-0.017746771,-0.019967966
-0.000570882,0.0134502471,0.0098500356,0.0193351247,0.0071452006,-0.008186874,-0.003267205
0.0053545605,0.0085902083,0.0016782944,-0.004721257,-0.001544734,0.0144449616,0.0050157118
0.019821885,-0.014454346,0.0078193852,0.0159525341,0.0063534697,0.0146805066,-0.000774987
-0.007579153,-0.007938297,0.0070970356,-0.003601603,-0.010638438,0.003724539,0.0004696047
-0.012303745,0.0045223862,-0.003684006,0.0107932275,-0.003059574,-0.00066751,0.0041370787
0.0057080262,0.0105495078,-0.004684243,0.0141522479,0.0049117916,0.013889737,0.0118100544
-0.009888048,0.0048919002,-0.01642094,-0.00916251,-0.006478761,0.0081384389,-0.000905681
0.0037567668,0.0072311469,0.0065910446,0.009830574,0.0172374044,-0.004480243,0.0160465522
-0.016815059,-0.010514708,-0.011009089,0.0156285287,-0.000554842,0.0136237019,-0.009896897
0.0072506682,-0.008320737,0.0037032752,0.0122002906,0.0010885243,0.0004531647,-0.000284355
-0.011386003,0.0086618385,-0.007724493,0.0159054915,0.0130696496,0.0057186405,-0.000542522
-0.000555678,0.0155269603,0.005665663,0.0037121711,0.0189631563,0.0099095011,0.0164074257
-0.012982579,-0.001211897,0.0101089834,0.0057089328,-0.000167324,-0.00228995,-0.015518456
0.0178826441,0.00100508,0.0025387154,0.0014840405,-0.00019463,0.0070623528,0.0125394958
0.0010199504,-0.001163629,-0.001312934,0.0132460829,-0.012995962,-0.011505898,0.0017392211
0.0019172551,0.0139963192,0.0123798039,-0.001220058,-0.004645805,0.0031512639,-0.005436676
-0.013173987,0.0059334433,0.0046594284,0.0052872824,0.0034014983,0.0005725775,-0.023769922
0.0009528211,0.000149606,-0.005885022,-0.00635479,0.0113045489,0.000957286,0.006932111
0.0068847128,0.0092931073,0.0182378246,0.0112761618,0.0050281329,0.0184218605,0.0082986728
0.0007535774,0.0171877906,0.0069043899,0.0071710898,0.0062143391,-0.001062706,0.0101769611
0.0005456183,0.0245276626,0.0156813264,0.0022312789,0.0268834105,0.0094402956,0.0102207748
-0.017335821,-0.008578095,0.0029376922,0.0156124971,-0.006117351,-0.002453216,-0.007593941
0.0112127525,0.0089668749,-0.009477615,-0.004849184,-0.003415467,-0.009238494,-0.002107949
-0.012509248,-0.003869602,-0.012099813,0.0059938971,0.0015159804,-0.00205939,-0.001260211
-0.013309828,-0.007536231,-0.000774976,0.0011612639,-0.003115442,-0.002461473,0.0042477152
0.0044583634,-0.006441654,-0.018113208,-0.014389283,0.0052247841,0.0006918933,-0.016169347
0.000817225,0.0021911363,0.0129599809,0.002884044,0.0097420819,0.0112524547,0.0214333792
-0.006045711,0.0010599696,0.0011912842,-0.00305914,-0.022134618,-0.019621662,-0.014427338
0.0286832038,0.0146498777,0.0161316375,0.0101949751,0.0268869729,0.0232520154,0.0226590077
0.0158036105,0.0207111392,0.0199506441,0.0155849081,0.0241912953,0.0225792225,0.0259097089
0.0076390356,-0.000345223,0.0054344296,0.010631951,0.0094640922,0.0025815987,0.0084031568
-0.009263545,0.0110346869,0.0109918587,-0.011427295,0.0027949613,0.0077196673,0.0075719307
0.0109386119,0.0194250484,0.0214764284,-0.006165415,0.0204398393,-0.007566357,0.0138381894
0.005460588,0.0092415873,0.0008768783,0.0062958621,0.001988464,-0.009468975,-0.004398601
-0.006740035,0.0092250036,0.0195688324,0.0176448961,0.0017103095,-0.000310891,0.0141276379
0.0051949683,0.0041448419,0.0174642354,0.0158877872,0.0125060844,-0.001889887,0.0142251823
0.0051120514,0.0007933633,-0.004231965,0.0002902893,0.0060753119,0.0234363884,0.0072082307
0.0053223993,0.0235388301,0.0306697556,-0.007117065,0.0046691295,0.0100248368,0.0037172864
-0.00092079,-0.000932093,-0.007329362,0.0069678565,0.009258836,-0.002246033,0.0040228845
0.0076438705,-0.005132596,0.007462675,0.0115114163,0.0220637892,0.010656422,0.0047192048
0.0070292084,0.0128143619,0.0233211043,0.0045572738,-0.017412501,0.0039957965,-0.007958853
-0.00542792,0.0067201185,0.018254823,-0.000646846,0.0134701753,-0.00087162,0.0040943057
0.0006661881,0.0085241201,0.0213554175,0.0088671633,-0.002689246,0.0044666991,0.0085886581
-0.001485369,-0.002325099,0.0061809545,-0.001114808,-0.003999957,0.0165600211,-0.001052819
0.0055597883,-0.008046936,-0.003783252,0.0109662943,0.0130222284,0.0143687338,0.0057442947
0.0005614504,0.0062360728,0.0073589192,-0.001025144,0.0050939092,-0.00237286,0.0041570199
-0.001665844,-0.007819991,0.0021422526,-0.008437121,0.0055169365,-0.004348338,-0.0026041
0.0162397996,0.0025225267,0.0100962654,0.0040293248,-0.003049137,0.0008031747,0.0172299892
0.0153486921,0.0180997994,-0.003842507,0.0054415627,0.0009430796,0.0058336575,-0.006418402
-0.011712314,-0.00925133,-0.008253086,0.0152617937,-0.006101492,0.0045028806,0.0086609276
-0.014626536,-0.011294961,-0.010926747,-0.004959188,0.0193672001,0.0039934402,0.0025518893
0.0063185288,-0.014147812,-0.000107833,0.0036036266,0.0023156471,-0.005318085,0.0119156398
-0.004106429,0.0007711087,0.0115117479,-0.00223599,-0.004825539,-0.005737121,0.0060464123
0.0131913843,0.0171986669,0.0155488565,0.01355952,0.0033106377,0.0193481846,0.0208143223
-0.008624023,0.0059761312,0.0011549748,-0.004362371,-0.007095378,0.0067127918,0.0025942376
0.003711809,-0.003155027,-0.003240737,-0.004026006,0.0106411842,-0.005484837,0.0143884519
-0.008963375,-0.008513211,-0.009374348,-0.007359843,-0.003722253,0.0093403589,-0.017320166
-0.007750073,-0.005942664,-0.001179797,-0.019212356,-0.004400744,0.0194759128,-0.002973621
0.001648447,0.0010769954,0.0062560862,0.012535292,0.0032720979,0.001806138,-0.020901351
-0.005901134,0.0031527835,-0.007128152,-0.004510013,-0.000427416,0.0107816637,0.0006308759
-0.004653157,-0.003313468,-0.003483254,0.0185156455,0.0086297154,-0.010374978,0.0004100656
-0.023054054,-0.005850504,-0.004551117,0.009919966,-0.009362181,0.0031212675,0.00330973
0.0061474539,0.0092566557,0.0130554675,-0.004118486,-0.007498018,0.010986159,-0.011925975
-0.004708866,0.0144740018,-0.009526904,0.0060266525,-0.018731303,-0.017280771,-0.013001785
0.0094118879,-0.015267822,-0.005322873,-0.011947805,-0.00642264,-0.013801411,-0.001224186
0.0171576765,0.0043211263,0.0004850325,-0.005323228,0.0085192094,0.0016898071,0.0065956886
-0.007540014,0.0087168923,0.0068374223,-0.017530867,0.016026045,-0.005283151,0.0202158686
-0.010222394,0.0025189367,0.0100414272,0.0027965831,0.0079364474,-0.0006105,0.0087736161
0.0021726995,0.0032442303,0.0010871592,0.0042723672,0.0032722617,0.0043693372,-0.008166052
-0.00759666,-0.010257548,-0.005005695,-0.001496412,-0.003333792,-0.017172955,0.0014579829
-0.002494224,-0.016257286,-0.004556075,-0.004519776,0.0038027758,-0.001974408,0.0122305702
0.0157043121,0.006499238,-0.006687014,-0.000599567,-0.004672703,0.0063314238,-0.005569338
-0.011879567,-0.004632003,0.0014490969,0.0039879059,0.0084414466,0.0021547017,0.0085182592
0.0137162882,0.0165208155,0.0161333439,-0.002301873,0.0222044305,0.0130530339,0.0138687728
-0.020033693,-0.00480427,-0.01108579,-0.005199669,0.0023843882,-0.00722493,0.0075802637
-0.002217761,-0.002394017,-0.011737318,0.0117499476,0.0267959515,0.0023849395,0.0105102154
0.0033587781,-0.002259479,-0.003789917,-0.003542381,-0.009656709,0.0043120771,0.0105707906
-0.005998739,-0.015181842,-0.009361027,0.0005853516,-0.000238488,-0.009363134,-0.002305683
0.0156570062,0.0038450021,0.0013551929,0.0071356665,0.0036983917,-0.007526432,-0.012162323
-0.008573978,-0.001885659,-0.012600449,-0.010038058,-0.000580852,-0.009157999,-0.007419378
-0.005050598,0.0126275803,0.0085683374,-0.000917685,0.0084155739,0.0045470074,-0.001381608
0.0034549245,0.0130961889,0.0071059173,0.0064719929,0.0118715987,-0.005848829,0.011648226
-0.015574699,-0.003691889,0.0080545454,0.0068393116,0.0021388316,-0.012675306,0.0065070775
0.0185165416,0.0057381428,0.0058204842,0.0050917128,0.0091803866,0.0034376702,0.0061053335
-0.014631866,0.0022766157,-0.002548888,0.0101824246,-0.009365145,-0.00124978,-0.004220002
0.0014724019,0.0061097946,0.0012094256,-0.001854807,-0.002404196,0.0207842078,-0.001040944
-0.001861069,0.0071527353,-0.005290255,-0.004751445,0.008505191,0.0145468721,0.0103453887
0.0107952159,-0.002614757,0.0068222326,0.0002822481,0.000732564,-0.008599968,0.0093320906
