Man1,Man2,Man3,Serv1,Serv2,Serv3,Serv4
0.0068913036,0.0074509137,0.0115765223,0.0216853204,0.0088016091,0.0147703373,0.0111255971
0.0035639314,-0.001355501,0.0137302455,0.0104810699,0.0149375047,-0.000080292,0.0030734714
-0.003969193,0.0093616145,-0.002264932,0.0132168888,0.0196999738,-0.002357564,0.0104246116
-0.013361625,-0.006017613,-0.001512772,-0.001064812,-0.009244209,0.0156587713,0.0008672003
-0.007459999,-0.017962305,-0.007986296,0.005138446,-0.003005839,-0.004362815,0.0040303171
0.0032002932,-0.000412325,-0.008680477,-0.006866429,-0.005959206,-0.000831101,0.0001342542
0.0122816579,0.0283957079,0.0076776284,-0.00589889,0.008944135,0.0010239962,-0.001530327
0.0147007739,0.0056288469,-0.001785115,-0.004285649,0.0057545822,-0.004574447,0.0060713557
0.0045941655,-0.010656602,-0.011615089,0.0156044619,-0.023112881,0.0029865623,-0.001848632
-0.007341346,0.0035098481,0.0088846146,-0.004887715,0.001421279,0.0085716769,0.0135216457
-0.000091511,-0.010937869,0.0054861235,-0.004752821,-0.007245105,-0.003718506,0.0016083076
-0.005100371,-0.003991423,-0.007938921,-0.015111169,-0.009700034,0.0107770957,-0.000631354
-0.003318817,-0.009963167,-0.002158403,-0.00045176,0.0022163811,2.7816754E-6,0.0098569117
-0.011396614,-0.012806142,-0.01655898,-0.011710373,-0.015281745,0.0099757828,-0.001738139
0.0038840407,0.0043520551,-0.005207903,-0.001395624,-0.000168599,-0.017953866,-0.009427366
-0.009812456,-0.008920758,-0.013486303,0.0059100836,-0.009548232,-0.010296371,-0.005775945
-0.003998497,0.0011607188,0.0049459878,-0.008011504,0.0092623736,0.0119509139,0.0150318696
0.002308869,0.0067227542,-0.001655493,0.0099202569,0.0146920576,-0.011471471,0.0161792616
0.0169876575,0.0092446797,-0.005255503,0.004303291,-0.014878827,-0.007343765,0.0018494607
0.0059166249,-0.004168916,-0.014923724,0.0042565095,0.0168917148,0.0006286535,0.0030148014
0.0135440778,0.0191053197,0.0005047832,0.0146078622,0.000497796,0.0070755463,0.0036518794
0.0004716823,0.0107075337,0.0259921333,-0.016962009,0.0091507736,0.0075512508,0.0036572438
0.0124271277,0.0018280033,0.0030449878,0.0066143768,-0.000275402,0.003043339,-0.002056632
0.0133448766,-0.003096276,0.0014563337,-0.003989463,-0.003482887,-0.000656533,0.0124384069
0.0060656039,-0.007688375,-0.003900383,0.0069028012,-0.00772056,0.0015370397,-0.000608839
0.0005003699,-0.004640537,-0.001831669,-0.004327346,0.0015055293,-0.002172971,-0.012401223
0.0060969477,-0.012927242,-0.021906033,0.0046221087,0.0258410704,-0.003065895,-0.003663701
0.0070337642,-0.001038516,-0.000304926,0.0185816601,-0.014353895,-0.002834985,0.0040609972
0.0045464055,-0.004288735,0.0089426569,-0.002108433,0.0099231627,-0.007612875,0.0074373249
0.0098269369,-0.000284253,0.0002910374,-0.005914354,-0.000872248,-0.001372577,-0.010539249
-0.005984299,-0.002248082,0.0013087206,-0.007004427,-0.013633853,0.0014774001,0.0048922054
-0.012629814,-0.009215246,-0.030830864,0.0032307108,-0.020198081,0.0008995544,-0.020289409
0.0002290419,-0.009182625,-0.004685532,0.0047091463,-0.023023427,-0.006375352,-0.015206573
0.0016807988,0.0226822399,-0.002606861,0.0083547331,0.0140397566,0.002406644,0.0124336866
0.000061577,-0.000082456,0.0084762866,0.0001154962,0.0057022254,-0.010264622,0.0135835361
-0.005142753,-0.020306263,-0.013460139,0.0097901264,-0.017645386,0.0012031283,-0.02057187
0.0006723437,0.0024134582,0.0016269557,-0.013724743,0.0143529077,0.0060660301,-0.009971222
0.0007092346,-0.01202179,0.00664438,0.0009543486,-0.004903599,0.0071203958,-0.006991453
-0.000549933,0.0035024006,-0.011440954,0.0089203017,-0.00670571,-0.009458833,-0.000567916
0.0137971483,-0.004695976,0.0018526928,0.0146743201,0.0145181156,0.0269316944,0.020697885
-0.009658145,-0.005928891,0.0101158901,0.0150595412,0.0078064664,-0.016965629,-0.011265552
0.0047799022,-0.001551264,0.0078087585,-0.005867549,-0.001198463,0.0199992903,0.0030338238
-0.000350207,0.0073345227,0.0118353658,0.0001894086,0.0003239289,0.0002546978,0.0136363529
-0.012309304,-0.01778331,0.0019064008,0.0022688616,-0.005726757,0.0049485699,0.0058539572
-0.004270174,-0.004526994,0.0001382053,-0.005311467,0.0074925157,0.0178402206,0.0022843214
0.0191657525,0.0062550513,0.0064503889,-0.001751919,0.0080043336,0.0319210627,-0.005455773
-0.00698211,-0.004566756,-0.009143883,0.0187078061,0.0037143674,0.0045938378,-0.012755348
0.0078141453,0.0180906679,0.0064128179,0.0155639953,-0.001555074,0.0012448315,0.0154501969
-0.006047855,0.0112959719,0.0191169585,0.0087742774,0.0102408997,0.0144354769,-0.009139849
-0.01620526,-0.011234222,0.00045019,-0.015545341,0.0026528782,-0.004362328,-0.015238755
0.0152730853,0.0181180391,0.0317344504,0.0107705775,0.0021537295,-0.002486429,0.0149113349
0.0021178031,0.0022197245,-0.007966616,0.0016653511,-0.007194512,-0.018531413,-0.009900482
0.0063253629,0.0004090879,0.0082838005,0.0009780554,0.0026418412,0.0003864625,-0.002017052
-0.023749627,-0.023448701,-0.01478746,-0.028546039,0.0136151983,-0.00671267,-0.006616074
0.0028016178,-0.002943021,-0.013227668,0.0035538158,-0.008415067,-0.012789818,-0.000845104
0.010439773,0.0044031027,-0.004597147,-0.001365517,-0.001616184,0.0008963368,-0.000958859
0.0118618713,-0.001790086,0.0092219695,-0.011676034,0.005435287,-0.005708608,0.0073142761
0.0050367394,0.0157250198,0.0008657564,-0.009900965,-0.01185424,-0.005879475,-0.004811897
-0.008827231,-0.013187615,-0.010888604,0.0016322017,0.0032629124,-0.013790477,-0.012944832
0.0022432119,0.0105379514,-0.007026056,0.0064907794,-0.001758704,0.0052469552,0.0074550205
0.0012638355,0.012014745,0.0008380529,0.012603993,0.004543145,0.0177742566,-0.004135729
0.0058217192,0.0103865713,0.0123123528,0.0285394744,0.0015930722,0.0061803324,0.016271128
0.0094046174,0.0099319216,0.0088496618,0.0106212277,0.0011431272,0.0050815127,0.0110074896
0.0150939556,-0.001857289,0.0031371169,-0.001991855,-0.000822251,0.013885845,0.0225640951
0.0049271377,-0.002397958,-0.012697082,0.0116928559,-0.008382362,-0.001351283,-0.002683763
0.0004292984,0.0099569076,0.0102793269,-0.003532732,-0.00487506,-0.001732465,-0.009414893
0.0006835017,0.00017956,0.0136264105,0.013717018,0.0004134146,-0.003616418,0.0163729826
0.0080492154,0.0039050151,0.0099231366,0.0066710954,0.0093571648,-0.016651271,0.0057607875
-0.003251232,-0.008389816,-0.015804213,-0.021959248,-0.001811868,0.0001736036,-0.010164967
-0.000922885,0.0145722537,0.0030334298,-0.006594733,-0.020424477,-0.010489488,-0.013350173
-0.001018032,0.0006627613,-0.006476743,0.0042528751,0.0039186467,-0.01269996,0.0171300399
-0.004420558,-0.012331146,-0.009480915,-0.003236473,-0.002349305,0.0010744144,-0.002008689
0.0010074111,-0.009532768,-0.008211346,0.0004064591,0.0083831354,-0.003783712,0.0222967357
0.0052024082,-0.003252802,-0.011921589,0.0051941185,-0.010392374,0.001022766,0.0072497841
0.0208035873,0.0159035486,0.0219175603,0.0200958333,0.0177066827,0.0115114093,-0.001508376
0.0089624804,0.0004446993,0.0089919873,-0.002460945,0.0073668473,0.0071287726,0.0127221722
0.0025676317,0.004352915,0.0102498366,-0.011681141,-0.000842847,-0.007550544,0.0007752836
0.0039637429,0.0036151203,0.0004310382,0.0164904994,0.0059763281,0.0032518668,-0.004713297
0.0053374043,-0.005771446,-0.005642715,0.015934767,-0.003270721,-0.000998254,0.0050560553
-0.003856623,0.0074899178,0.0069712814,-0.007368887,-0.000112445,0.0018444395,0.0036994544
-0.00444579,-0.000116816,0.0009884491,0.0072123502,0.0111726117,0.0153488532,0.0106458887
-0.012150534,-0.001202968,0.0147454856,-0.008463115,-0.002996799,-0.00062058,-0.01124497
0.0027624268,-0.004481265,-0.000989178,-0.011340418,-0.00215552,-0.005371765,0.0088385698
0.0068455502,0.0041118922,-0.006756555,-0.003484779,0.0086439655,0.0141328423,0.0128606901
0.0049170027,0.0005532697,0.0088491961,0.0101355931,0.0121295366,-0.001304725,0.0145390944
0.0017712162,0.0112797095,0.0068917571,0.0052629329,0.0057360545,0.0031736329,0.0068989151
0.0031846609,-0.00239473,-0.009976936,0.0030689517,-0.007288596,-0.020464709,-0.022162756
-0.001894016,-0.014528302,-0.018204456,-0.007114332,-0.00777173,-0.000024083,-0.006232212
-0.001460097,-0.010940863,0.003020524,-0.001823409,0.0102517818,-0.001830457,-0.020208117
0.0104259732,0.0099097326,0.0068262489,0.0082919828,0.0123380892,0.0092437741,0.0065928949
-0.002751999,-0.005517408,-0.007459628,0.0012423261,0.0128488558,0.012434511,0.0025372938
0.0066776063,-0.00869925,0.0052291921,-0.020927265,-0.014271078,-0.027532932,0.0002080438
-0.006509239,0.0182056078,0.007267314,-0.005715661,-0.01598895,-0.017792546,-0.004933262
0.0133112773,-0.005567603,0.0149982517,0.0280376007,0.0226667579,0.0176803266,0.0092233286
-0.009670366,0.0049811367,0.0192262175,-0.002037299,0.0146417999,-0.002962437,0.0196245897
-0.003632488,-0.003315932,0.0013398163,0.0026922258,-0.00616969,-0.001248364,-0.004100734
-0.01636809,-0.006547359,-0.007761298,-0.003516035,0.0063440908,-0.006571081,-0.016014301
-0.009969407,0.0005815691,0.001939197,0.0081967879,-0.005595375,-0.001643995,-0.000448525
0.0035856262,-0.01245272,-0.015033911,-0.0085492,-0.001835121,0.0080463197,-0.011441639
-0.003182078,0.000164981,-0.003111875,0.0042354232,-0.003243725,-0.019067574,-0.007491949
0.0049063838,0.0080967869,-0.005346365,0.0056488678,0.0159437163,-0.002147342,0.0028841375
-0.002441938,-0.007255801,-0.018089685,0.0174247142,0.0023339976,0.0086823453,0.0038467631
0.0004449496,-0.016232792,-0.004777296,-0.011392688,-0.004236725,-0.010620385,-0.012138136
-0.003402072,0.0083134247,0.0009052232,-0.006540595,-0.005218257,0.0223729928,0.0078589894
-0.008977352,-0.001609467,0.0097273682,0.01200637,0.0025878527,0.0139361683,0.0084760925
0.010451006,-0.007164368,0.0049424396,-0.00178973,-0.004966951,0.0172910605,0.0093662992
0.0087251333,0.0227556773,-0.014433875,0.020283908,0.0050817819,0.0039329186,-0.001786714
0.000856907,0.0006650943,0.0074023318,0.0002509754,0.0116158409,-0.018731275,0.0115838967
0.0100758419,-0.006907108,-0.001002093,0.0049341767,0.010759933,-0.001592963,0.0092891383
0.0050136339,0.0109765444,0.0028691847,0.012313284,0.0185196881,0.0114867469,0.0025756098
-0.009545753,0.0017046878,0.0045541513,0.0106236809,0.0045050021,0.0033646197,0.0055550614
-0.008309465,0.0081524078,0.000605855,0.0010882708,0.0070994137,-0.001924116,-0.002216994
-0.02264917,-0.004348519,-0.000721777,-0.008841176,0.0172695552,-0.002279199,0.0088766559
0.01970762,0.0090858574,-0.001597389,0.0137126109,0.0163348251,-0.01584274,0.011524043
0.0084878841,0.0100061831,-0.000544897,0.0015960355,0.0059599849,-0.002071062,0.0197471412
0.0132302349,-0.00255482,-0.00134174,0.0030383151,-0.00923551,0.000250293,0.0051035215
0.0058798666,0.012201797,0.0081419634,0.0013139778,-0.01044923,-0.002868595,0.0019389545
0.0040989509,-0.003524515,-0.002814923,-0.004968516,0.005842802,0.018018466,-0.001282122
-0.003368461,-0.010663648,-0.000306904,0.0011816017,-0.013624783,-0.005143603,-0.002178735
-0.005971484,-0.001604934,0.0098439622,-0.001078085,-0.003468759,0.006224963,0.0148358985
0.0021257088,0.0024517193,0.0014844644,-0.005071604,-0.000665935,0.004983526,-0.016879805
-0.003944449,-0.013844822,0.0014538422,-0.008408755,0.0100009405,0.006941459,-0.001512702
0.0029149316,0.014090271,-0.000119649,0.0001765138,0.0033471572,0.0002770935,-0.003115327
0.0019002149,-0.026405425,-0.012923199,-0.0073487,-0.005259945,-0.005056756,0.0102646266
-0.003650487,-0.018795189,-0.006451192,-0.0094946,-0.004555435,0.0032328626,0.0038837207
-0.011399682,-0.000968481,-0.011529255,-0.007578644,-0.005601823,-0.002887918,-0.010879432
-0.002836005,0.0045349762,-0.002361473,-0.015587828,-0.019089331,-0.015679544,-0.007922742
-0.004772638,-0.009907195,-0.006611678,-0.013319154,0.0059180115,0.0004140238,0.0059002327
0.0057937336,0.0145460318,-0.003013996,0.0081900836,0.0017060112,0.0004474555,-0.000942844
-0.000929603,-0.002099158,-0.004799062,0.0079221501,0.0021809951,-0.002815975,0.0301106153
0.0077107294,0.0074173423,-0.001380391,0.0088353426,0.0029130579,0.0153746532,0.0124470382
0.0003764782,0.022232657,0.0121535735,-0.011301302,-0.008781574,0.0113633192,-0.010537754
0.0175146637,-0.004302389,-0.000196613,0.0147684274,-0.000946541,-0.001336634,0.0285329558
0.0235228367,0.007038333,-0.002792802,0.0095588808,0.0009848393,-0.000299211,0.0161633596
0.0096637301,0.0269445587,0.0139625976,-0.006095581,0.0133365624,0.0036016119,0.016114912
-0.003243726,-0.00234265,0.0010078889,0.0071624383,0.0055971336,0.0113882429,0.0014617358
-0.002168811,-0.004368328,0.0115264926,0.0118449451,0.0038450241,0.0104383745,0.0252993685
0.0180828706,0.018738693,-0.005446505,-0.002064052,0.0128509971,0.0260698999,-0.007157347
0.0026798203,0.003266884,0.0058659817,0.0103415839,-0.003028584,0.0033511712,-0.000463272
-0.006428154,-0.008635593,-0.01515185,-0.008762369,0.0094992295,0.0013152782,-0.001116708
-0.01625099,-0.00198507,0.0098103384,-0.008990208,0.0051241085,0.0124641867,0.0132592024
-0.007316465,-0.002339927,0.0154128165,0.0027607044,0.0147044959,0.0009666065,0.0049627444
-0.018295315,-0.008352058,0.0071654084,0.0015259616,-0.004472048,0.0073796185,0.0135219486
-0.008826311,-0.000274769,0.0091338785,-0.000672079,-0.023030266,-0.002873385,-0.003084092
-0.007570684,-0.012441529,-0.006107724,-0.005680325,-0.001536364,-0.008295518,-0.017055177
-0.005471866,0.011907965,0.0157196284,-0.007387854,0.0084141937,0.0151237589,0.0028985198
-0.00583978,-0.001943002,-0.002040054,0.0029899718,0.0017709745,-0.002187777,0.007585926
0.0097495377,-0.000493103,0.0022598437,0.0025073043,0.0008128437,0.0057874916,0.0099383415
0.0009826045,0.0012141794,-0.018225072,0.0077620681,0.0015081599,-0.011559455,0.0022435912
-0.012666432,0.0056954732,-0.014840213,-0.001453061,-0.014927451,-0.015703658,-0.028164068
-0.013634682,-0.004099268,-0.000544736,-0.009091945,0.0044055923,0.0042073045,-0.009079579
0.0066508769,0.0124978457,0.0116747909,0.0058289235,0.0137500898,-0.004693553,-0.001944413
-0.02225401,0.0135508415,0.0074737449,-0.004161734,-0.010253678,0.0021227279,0.012383655
0.0064347184,0.0064009317,0.0020454418,-0.004918129,0.0020228152,0.0229212348,-0.015317566
-0.002695734,0.0052067935,-0.004819278,0.0006759541,0.001731581,-0.010667704,0.0073684762
-0.002113693,-0.004146296,0.0085676241,0.0092852487,-0.003678622,-0.005180584,-0.000379249
0.0157622679,0.0014294821,0.0062410433,0.023612854,0.0112179137,-0.007373921,0.0114929822
-0.010377347,-0.010535825,-0.012915719,0.0072658307,0.0078417085,-0.004578554,-0.004645372
-0.001684028,-0.01002783,-0.00862522,-0.019524621,-0.012488327,-0.015806538,-0.011005689
-0.001501453,0.0221692339,0.0144623389,0.0234368208,0.0239579878,0.0018199689,0.0021089936
0.0039122371,0.0105897028,0.0044583327,-0.003226011,0.0035308787,-0.007715056,-0.002224898
0.005122666,0.0058204601,0.0165620889,-0.014664216,-0.001393469,0.0141040176,0.0280757559
0.0005833914,-0.014460123,0.0069010632,-0.00356551,0.0016975582,0.0028936554,0.0060503447
0.0224467898,0.0048447082,0.0113532046,0.0119050089,0.00716817,0.0061073231,0.0078200534
0.0014926556,-0.005207957,-0.000037089,-0.018221884,-0.018829552,-0.013670411,0.0034686425
0.0087747451,0.0057229386,0.0003675477,0.0082901372,0.0075397622,0.0052687095,0.003262371
0.0014248013,-0.004692534,0.0019959633,0.0054174298,-0.001870766,-0.000033015,-0.014514756
0.007883966,0.0021330195,-0.000128819,0.0035185345,0.003379948,0.008379118,0.0063015749
0.0233614139,0.0194421938,0.0040536448,0.0180390984,0.007736885,0.0207320101,0.0151425597
0.0146226271,0.0242944768,0.0242507062,0.0230599156,0.0248989665,-0.002060683,0.0246824805
0.0029922901,-0.011840602,-0.010141682,-0.012883095,0.0027783739,0.0048386979,0.0045820188
-0.005535729,-0.011027539,-0.009708809,0.0154705039,0.0018150685,0.0030426766,-0.002323267
-0.00654338,-0.001002356,0.0102393851,0.0021656139,-0.022075549,-0.007327492,0.0046318873
-0.007934064,0.004885376,-0.022979711,0.0199460199,0.0087675194,0.0188420558,-0.001490952
-0.001727002,-0.00389854,-0.01110859,-0.013183615,-0.006016975,-0.022836981,-0.015887042
-0.000379591,0.0192750194,0.0093869645,0.0092931806,-0.005811192,0.0049387982,0.0062021741
0.0011537285,0.011668312,0.0141356816,0.0149296244,-0.011751129,0.00365673,0.0037777487
0.0110103235,-0.009324997,0.0020020182,0.0081083174,-0.012281736,0.0046555141,-0.002009393
0.0018448655,-0.018364275,0.0018981256,0.0067006973,0.0047375029,-0.013065887,-0.014255675
0.0084675756,0.0174850848,0.0053915615,-0.012336031,0.005048673,0.0066221628,0.0088909319
-0.000107699,0.0144890137,0.0148122826,0.0017880466,0.0101054219,0.0146186927,0.0040145157
-0.003290385,0.0075178697,-0.008997735,-0.005665242,-0.002995425,0.0184199684,-0.000338381
-0.012147798,0.0050273247,-0.011880649,-0.005343312,-0.002278283,-0.011467965,-0.012327113
-0.01032439,0.0070445998,-0.005237933,-0.00312531,0.0028604796,0.0016936892,-0.003615107
-0.012702884,0.0028951713,0.0058322434,-0.009669203,-0.010196076,0.0004271801,0.004856713
-0.007922925,0.0050954669,0.0088141527,0.0173592081,0.0056238756,-0.003220683,0.0016863295
0.0001274324,0.00239085,-0.00355017,0.0077001576,-0.002161441,0.0021183835,-0.002965915
-0.002523681,0.0102680957,-0.003019578,0.0090377026,0.0011565168,-0.000313273,0.005733761
-0.014497164,-0.003641625,-0.007436002,0.0174769888,0.0153580488,0.0262966385,0.0030148041
0.0091759039,0.0173818182,0.0070722444,-0.006145839,0.0020649135,-0.003304381,0.0067925123
-0.002855887,0.008432939,0.0072307027,0.0056337906,0.0054264819,-0.004693452,-0.009365473
-0.001180071,0.0009066144,0.0064478105,0.0210558429,-0.011881527,-0.004514684,0.0057139531
0.0251516465,0.0206330013,0.01434711,0.0019109184,0.0210186314,0.0219144546,0.0004344149
-0.011199526,0.0051419379,-0.010610571,0.0042240137,0.0010680816,-0.008170179,-0.005057789
0.0086229863,0.0106199998,0.0101138921,0.0041914338,-0.01001518,-0.000393584,0.0027020884
0.0059182304,0.0091362836,0.0113542509,0.0036115061,-0.005896781,0.0125387171,0.0098858045
0.0016649247,0.0208831265,-0.0132357,0.0136493204,0.0042609998,-0.00151699,0.0103429697
-0.006395551,-0.009837946,-0.010663386,-0.000715112,0.0039756068,0.0192594598,0.004837776
0.0177401441,0.0007321007,0.0040791738,0.0192098179,-0.002402152,-0.004351302,-0.003236064
0.0187035953,0.0113821182,0.0116994809,0.0097887926,0.0121183161,0.0157707178,0.0034953901
0.0037931843,0.0121852795,-0.011365399,0.0090622852,0.0179200885,-0.002835662,-0.005573559
0.0213806365,0.0044289562,0.0105651,-0.001128979,0.0127165233,0.0155109094,0.0016406285
0.0226861106,0.0046411355,0.0085153903,-0.004734698,-0.000038953,-0.00767161,-0.020077376
0.0257992116,0.0068468104,0.0177046903,0.0181297046,-0.022520116,0.0006450518,-0.00715596
-0.004136934,0.005978664,0.0001159147,0.003373169,-0.013827522,-0.004374394,0.0198677623
-0.004788737,-0.009634079,-0.001114187,-0.018176955,-0.011665537,-0.00033828,-0.001981299
0.0117447378,0.0051455773,-0.01569378,0.0056232435,0.0021039136,0.0153725173,-0.011998446
0.0015747067,0.0076902686,0.0008299531,-0.006194535,-0.003267466,-0.006509617,0.0067558405
0.0137596817,0.0084971992,0.0149719273,-0.001717895,0.0049777972,-0.000260428,0.0043764768
0.0192366167,0.0182792504,0.006275123,0.015502009,0.0028760887,0.0190422272,-0.000234556
0.0032647654,-0.000408045,0.0036344794,-0.006013743,-0.009254892,0.0043594854,0.0023742361
-0.007757226,-0.010562859,-0.010992835,0.0069429616,-0.016401141,-0.016173171,-0.016613533
0.0063453575,0.0158412191,0.0129646473,-0.0112002,-0.001323295,-0.006878714,-0.001696982
0.0171944831,0.0114552384,0.0059081744,0.0084443371,0.0062894151,0.0179508966,-0.001344713
0.0134700668,-0.003158363,0.0207644148,0.0002862585,0.005520607,-0.004630416,0.0014882673
0.0096823614,0.009445622,0.0080850579,0.0083510771,0.006669934,0.0119261009,0.0245533645
0.0035641109,0.0167691444,0.0022039668,-0.011853323,0.0004719405,-0.001575955,-0.029485408
0.0005852633,-0.010075797,-0.01002346,-0.022617939,-0.009781583,0.0035454668,-0.000699733
0.0079752418,0.0086356954,0.0099481962,-0.003565525,-0.010965201,0.0030119332,-0.002605806
0.010798049,0.0208570509,0.0153250202,0.0185496221,-0.003860951,0.0143199501,-0.00310649
-0.009984502,0.0076454636,0.0001378852,0.0115889852,0.0002997407,-0.008120377,-0.012544341
0.0222239245,0.0039859955,0.0038549025,0.0170140473,0.0158508374,0.0183721081,0.0236451035
-0.015582094,-0.009271552,-0.014036724,-0.010046867,0.0076696635,0.0094179207,-0.002863334
-0.003107254,-0.002120371,0.0028401517,0.0008794296,0.0119641292,-0.003652112,0.0021256743
0.0093858708,0.0020851215,-0.005265945,-0.004601154,-0.003809146,-0.00422155,-0.011571812
0.0019873988,0.0044532093,0.0059074603,0.0103641859,0.01969102,0.015276238,0.0198678415
-0.014687854,-0.007718631,0.0032371872,0.007066958,-0.000755407,-0.003315619,-0.001569707
-0.002420902,-0.00122465,0.0029569681,0.0094381372,-0.01038397,0.0159766698,0.0062127488
0.0076269116,0.0066543974,-0.004412835,0.0147804357,0.0079887015,0.006063281,0.0074546816
0.0027954943,-0.003670402,0.002241431,0.0011524289,0.002766419,0.0069031719,-0.004083375
0.0001466168,0.0174163116,0.0097986359,0.0051929321,-0.022502678,-0.000746391,-0.000603085
0.004158027,0.0085184926,0.0104120334,0.0206371727,0.0029386602,0.0022358476,0.0132965488
-0.002161116,-0.001714083,0.0053145948,0.0087699305,0.021495229,0.0109424455,0.0231621083
0.005815051,0.0053216486,0.0056470607,0.0194063489,0.0059800778,-0.012768189,-0.012812522
0.0171151305,0.0121458493,0.0012688865,-0.011748406,0.0077591643,0.0047400297,0.0127658963
0.0002185428,-0.001920318,-0.012866021,-0.006770944,0.0260478184,0.0059378886,0.0103754716
0.0034322444,0.0014150632,0.0118914141,0.0004699839,-0.003699172,-0.001934922,0.0038389942
-8.068572E-6,0.0207437755,0.0176441796,0.0087810608,0.0065094512,0.0098403941,0.0007547348
-0.01255788,-0.005427828,-0.00086207,-0.002326699,0.0077291026,-0.001434356,-0.005820775
-0.009821929,-0.000416764,-0.005923999,0.0077285371,0.0092095896,-0.00451781,0.0015182683
-0.004237401,-0.003762439,0.005378153,0.0006098309,-0.00444347,0.0069506993,0.0019945268
0.0098176332,0.0004834489,0.0082883509,-0.004649726,0.0066508038,-0.001879038,0.008792257
-0.021345079,-0.003551483,0.0031255278,-0.000561335,-0.003816878,-0.009337955,-0.011561777
0.0061850452,0.0130355222,0.0212532897,-7.394208E-6,0.0100929021,0.009545453,0.0018234188
0.0024555957,-0.008459918,0.0079310713,0.012069843,0.0080123907,-0.000266478,0.0177728657
0.0027280507,0.011628836,-0.00062139,0.0119843762,0.0009412352,0.00055236,0.0084243399
0.0056767529,0.0200048821,0.0277078992,0.0276545539,-0.007776686,0.0099145081,-0.006545485
0.0031665645,-0.002962471,0.0006865005,-0.01132045,0.0018932872,-0.007935699,-0.003101316
0.0119802608,0.0018774111,-0.003165216,-0.000982614,0.0031376864,0.0230232546,0.0091769128
0.009259322,0.0115075978,0.0073890092,0.0066536836,0.0114822692,0.0022542942,0.0094921299
0.0173256307,0.0079679397,0.01101067,0.0167668887,0.0034672268,0.0001095574,-0.009620397
0.0238854066,-0.003558735,0.0007961349,-0.00292186,0.0140970886,0.0087032414,0.0046313406
-0.014312806,-0.00060968,-0.006949698,-0.008855093,0.000037458,0.0073965721,-0.004750716
-0.002728447,0.021127547,0.0100701797,0.0211455626,-0.00761187,0.0129428828,-0.001520896
-0.003325041,-0.001768279,-0.014077961,-0.022201442,0.0089843822,-0.002667741,-0.00690462
